# Simulation 24 (Up to date)
# 1059 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s^2),Total velocity (ft/s),Total acceleration (ft/s^2),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (^2),Lateral velocity (ft/s),Lateral acceleration (ft/s^2),Latitude (^2),Longitude (^2),Gravitational acceleration (ft/s^2),Angle of attack (^2),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb^2ft^2),Rotational moment of inertia (lb^2ft^2),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s^2),Reference length (in),Reference area (in^2),Vertical orientation (zenith) (^2),Lateral orientation (azimuth) (^2),Wind velocity (ft/s),Air temperature (^2F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
14.011,7492.6,474.23,-39.203,475.23,39.203,347.31,0.10576,347.31,0.017448,30.898,0.018794,28.61,-80.599,32.104,0.25652,0,-0.0017704,-1.3935e-5,1519.4,0,645.95,4.7588,89.623,79.53,1.5235,0.43751,27076940,0,92.786,0.40559,0.40567,0.2975,0.0082311,0.099856,0.036025,0.054705,7.989e-5,0,0,0,0,-3.2082e-5,0.060883,6.625,34.472,85.264,0.031797,NaN,32.28,767.64,1087.2,0.05,0.038584
14.061,7516.3,472.27,-39.133,473.28,39.133,348.85,0.10688,348.85,0.017555,30.895,0.06798,28.61,-80.599,32.103,0.23773,0,-0.0011857,-1.2501e-5,1519.4,0,645.95,4.7588,89.64,79.53,1.5261,0.43577,26950669,0,91.925,0.40542,0.40549,0.29755,0.0081551,0.09972,0.033344,0.051122,1.0804e-4,0,0,0,0,-1.4508e-5,0.060633,6.625,34.472,85.238,0.028439,NaN,32.196,766.95,1087.2,0.05,0.038693
14.111,7539.8,470.31,-39.07,471.33,39.07,350.4,0.10801,350.4,0.017661,30.893,0.033418,28.61,-80.599,32.103,0.25261,0,-6.0061e-4,-1.081e-5,1519.4,0,645.95,4.7588,89.616,79.53,1.5225,0.434,26823133,0,91.063,0.40525,0.40533,0.29759,0.0080785,0.099582,0.035453,0.054271,-9.6139e-5,0,0,0,0,-3.7538e-6,0.060383,6.625,34.472,85.222,0.025496,NaN,32.112,766.26,1087.1,0.05,0.03882
14.161,7563.3,468.36,-39.006,469.38,39.006,351.94,0.10913,351.94,0.017767,30.892,0.013208,28.61,-80.599,32.103,0.26123,0,2.1155e-6,-1.0955e-5,1519.4,0,645.95,4.7588,89.6,79.53,1.52,0.43223,26695803,0,90.206,0.40509,0.40517,0.29764,0.0080024,0.099445,0.036674,0.055786,-3.3138e-4,0,0,0,0,0,0.060134,6.625,34.472,85.216,0.023014,NaN,32.028,765.57,1087,0.05,0.038933
14.211,7586.7,466.41,-38.942,467.44,38.942,353.49,0.11026,353.49,0.017871,30.892,0.0020236,28.61,-80.599,32.103,0.26734,0,6.2279e-4,-1.0792e-5,1519.4,0,645.95,4.7588,89.587,79.53,1.518,0.43047,26568530,0,89.354,0.40492,0.40501,0.29769,0.0079267,0.099308,0.037537,0.05665,3.8526e-4,0,0,0,0,4.1041e-6,0.059885,6.625,34.472,85.222,0.020956,NaN,31.945,764.88,1086.9,0.05,0.039041
14.261,7609.9,464.47,-38.873,465.49,38.873,355.03,0.11138,355.03,0.017975,30.891,0.043765,28.61,-80.599,32.103,0.24723,0,0.0012191,-1.0726e-5,1519.4,0,645.95,4.7588,89.605,79.53,1.5208,0.42871,26442192,0,88.508,0.40476,0.40483,0.29773,0.007852,0.099173,0.034667,0.05271,3.2805e-4,0,0,0,0,1.5858e-5,0.059637,6.625,34.472,85.239,0.019565,NaN,31.862,764.2,1086.8,0.05,0.039192
14.311,7633.1,462.53,-38.803,463.56,38.803,356.58,0.1125,356.58,0.018077,30.887,0.11935,28.61,-80.599,32.103,0.21339,0,0.0017463,-1.4473e-5,1519.4,0,645.95,4.7588,89.641,79.53,1.5263,0.42696,26316365,0,87.668,0.40459,0.40465,0.29778,0.007778,0.099038,0.029858,0.045582,3.8625e-4,0,0,0,0,3.2812e-5,0.059389,6.625,34.472,85.265,0.01861,NaN,31.779,763.52,1086.7,0.05,0.039325
14.361,7656.2,460.59,-38.73,461.62,38.73,358.12,0.11362,358.12,0.018178,30.878,0.22568,28.61,-80.599,32.103,0.16499,0,0.0021808,-1.857e-5,1519.4,0,645.95,4.7588,89.695,79.53,1.5344,0.42521,26191138,0,86.836,0.40443,0.40447,0.29782,0.0077048,0.098905,0.023018,0.035643,8.0788e-5,0,0,0,0,5.1602e-5,0.059142,6.625,34.472,85.301,0.018071,NaN,31.697,762.84,1086.6,0.05,0.039441
14.411,7679.2,458.65,-38.655,459.69,38.657,359.66,0.11474,359.66,0.018279,30.863,0.36558,28.61,-80.599,32.103,0.10028,0,0.0024737,-3.3906e-5,1519.4,0,645.95,4.7588,89.77,79.53,1.5457,0.42347,26066655,0,86.013,0.40427,0.40429,0.29787,0.0076324,0.098773,0.013935,0.021802,4.0265e-4,0,0,0,0,6.6951e-5,0.058894,6.625,34.472,85.343,0.01795,NaN,31.615,762.17,1086.5,0.05,0.03957
14.461,7702,456.72,-38.584,457.76,38.587,361.21,0.11586,361.21,0.018377,30.843,0.46753,28.61,-80.599,32.103,0.05078,0,0.0026487,-6.5895e-5,1519.4,0,645.95,4.7588,89.826,79.53,1.5542,0.42173,25941853,0,85.194,0.40411,0.40412,0.29791,0.0075601,0.098641,0.0070354,0.011036,-1.4786e-4,0,0,0,0,7.7406e-5,0.058648,6.625,34.472,85.389,0.018239,NaN,31.533,761.5,1086.4,0.05,0.03968
14.511,7724.8,454.8,-38.51,455.84,38.515,362.75,0.11697,362.75,0.018475,30.815,0.6193,28.61,-80.599,32.103,0.022719,0,-0.0026722,-1.5325e-4,1519.4,0,645.95,4.7588,89.856,79.53,1.5587,0.42,25818236,0,84.389,0.40396,0.40396,0.29796,0.007489,0.09851,0.003142,0.0047927,3.0783e-4,0,0,0,0,-7.945e-5,0.058401,6.625,34.472,85.438,0.019323,NaN,31.452,760.83,1086.3,0.05,0.039791
14.561,7747.5,452.87,-38.439,453.92,38.446,364.29,0.11808,364.29,0.018572,30.782,0.75165,28.61,-80.599,32.103,0.088222,0,-0.0025693,-4.2141e-5,1519.4,0,645.95,4.7588,89.769,79.53,1.5455,0.41826,25694738,0,83.591,0.4038,0.40381,0.298,0.0074183,0.09838,0.012244,0.018637,-3.9694e-4,0,0,0,0,-7.4071e-5,0.058155,6.625,34.472,85.485,0.021268,NaN,31.371,760.16,1086.2,0.05,0.039929
14.611,7770.1,450.95,-38.358,452,38.372,365.83,0.11919,365.83,0.018667,30.737,1.0399,28.61,-80.599,32.103,0.22503,0,-0.0022211,-1.9984e-5,1519.4,0,645.95,4.7588,89.594,79.53,1.5191,0.41658,25574372,0,82.827,0.40365,0.40371,0.29804,0.00735,0.098254,0.031471,0.047496,-5.712e-5,0,0,0,0,-5.5813e-5,0.05791,6.625,34.472,85.529,0.023792,NaN,31.291,759.5,1086.2,0.05,0.04005
14.661,7792.6,449.04,-38.286,450.08,38.305,367.36,0.1203,367.36,0.018762,30.68,1.2207,28.61,-80.599,32.103,0.31325,0,-0.0016457,-1.8077e-5,1519.4,0,645.95,4.7588,89.481,79.53,1.502,0.41488,25452950,0,82.06,0.40349,0.40362,0.29809,0.0072813,0.098127,0.044022,0.065981,-4.6686e-4,0,0,0,0,-3.0899e-5,0.057665,6.625,34.472,85.564,0.026853,NaN,31.21,758.84,1086.1,0.05,0.04016
14.711,7815,447.12,-38.218,448.17,38.242,368.89,0.12141,368.89,0.018857,30.616,1.3326,28.61,-80.599,32.103,0.37044,0,-9.21e-4,-1.6958e-5,1519.4,0,645.95,4.7588,89.406,79.53,1.4908,0.41316,25331195,0,81.292,0.40334,0.40351,0.29813,0.0072127,0.098,0.052217,0.077532,5.8047e-5,0,0,0,0,-9.7592e-6,0.05742,6.625,34.472,85.587,0.030313,NaN,31.13,758.18,1086,0.05,0.040272
14.761,7837.3,445.21,-38.157,446.26,38.181,370.42,0.12252,370.42,0.018951,30.548,1.3615,28.61,-80.599,32.102,0.38973,0,-1.3253e-4,-1.6953e-5,1519.4,0,645.95,4.7588,89.378,79.53,1.4865,0.41144,25208902,0,80.518,0.40319,0.40338,0.29817,0.0071441,0.097873,0.054987,0.081729,-1.1929e-4,0,0,0,0,-2.0381e-7,0.057175,6.625,34.472,85.596,0.0343,NaN,31.051,757.53,1085.9,0.05,0.040385
14.811,7859.5,443.31,-38.1,444.35,38.123,371.95,0.12364,371.95,0.019045,30.481,1.3299,28.61,-80.599,32.102,0.38078,0,6.5886e-4,-1.4796e-5,1519.4,0,645.95,4.7588,89.383,79.53,1.4873,0.40971,25086438,0,79.742,0.40304,0.40322,0.29822,0.0070756,0.097745,0.053686,0.080329,9.6896e-5,0,0,0,0,5.0806e-6,0.056931,6.625,34.472,85.592,0.038035,NaN,30.972,756.88,1085.8,0.05,0.040502
14.861,7881.7,441.4,-38.048,442.45,38.068,373.47,0.12476,373.47,0.019139,30.416,1.2292,28.61,-80.599,32.102,0.3386,0,0.0013991,-1.5015e-5,1519.4,0,645.95,4.7588,89.429,79.53,1.4942,0.40797,24963603,0,78.96,0.40288,0.40303,0.29826,0.0070073,0.097618,0.047617,0.071216,-1.7917e-4,0,0,0,0,2.311e-5,0.056687,6.625,34.472,85.573,0.041303,NaN,30.893,756.23,1085.7,0.05,0.040636
14.911,7903.7,439.5,-37.999,440.55,38.014,374.99,0.12588,374.99,0.019234,30.359,1.0874,28.61,-80.599,32.102,0.2752,0,0.0020043,-1.4748e-5,1519.4,0,645.95,4.7588,89.501,79.53,1.505,0.40622,24840768,0,78.181,0.40273,0.40283,0.2983,0.0069393,0.097491,0.038555,0.057525,3.3188e-4,0,0,0,0,4.7844e-5,0.056444,6.625,34.472,85.542,0.043924,NaN,30.814,755.58,1085.6,0.05,0.040754
14.961,7925.6,437.6,-37.941,438.65,37.957,376.51,0.12701,376.51,0.019329,30.304,1.0933,28.61,-80.599,32.102,0.28084,0,0.0025641,-1.6582e-5,1519.4,0,645.95,4.7588,89.489,79.53,1.5032,0.40453,24721119,0,77.436,0.40258,0.40268,0.29834,0.0068736,0.097368,0.039351,0.059071,-3.8993e-5,0,0,0,0,7.8972e-5,0.056201,6.625,34.472,85.501,0.046033,NaN,30.736,754.94,1085.5,0.05,0.040864
15.011,7947.4,435.71,-37.887,436.76,37.902,378.02,0.12816,378.02,0.019424,30.251,1.045,28.61,-80.599,32.102,0.25977,0,0.0030991,-1.8734e-5,1519.4,0,645.95,4.7588,89.509,79.53,1.5063,0.40282,24601193,0,76.69,0.40244,0.40252,0.29838,0.0068081,0.097244,0.036348,0.05417,-1.5397e-4,0,0,0,0,1.1636e-4,0.055958,6.625,34.472,85.45,0.047721,NaN,30.658,754.3,1085.5,0.05,0.04097
15.061,7969.2,433.82,-37.833,434.87,37.846,379.53,0.1293,379.53,0.01952,30.2,1.0152,28.61,-80.599,32.102,0.24689,0,0.0035914,-2.1456e-5,1519.4,0,645.95,4.7588,89.52,79.53,1.5079,0.40113,24482219,0,75.955,0.40229,0.40237,0.29843,0.0067435,0.097123,0.034514,0.051813,-6.5583e-5,0,0,0,0,1.5761e-4,0.055716,6.625,34.472,85.39,0.048986,NaN,30.581,753.66,1085.4,0.05,0.041083
15.111,7990.8,431.93,-37.776,432.98,37.79,381.04,0.13046,381.04,0.019617,30.149,1.0207,28.61,-80.599,32.102,0.25081,0,0.0040769,-2.4523e-5,1519.4,0,645.95,4.7588,89.51,79.53,1.5064,0.39946,24364508,0,75.233,0.40215,0.40223,0.29847,0.0066799,0.097003,0.035064,0.052638,-1.3738e-4,0,0,0,0,2.0483e-4,0.055474,6.625,34.472,85.321,0.050125,NaN,30.503,753.02,1085.3,0.05,0.041191
15.161,8012.4,430.04,-37.725,431.09,37.737,382.55,0.13163,382.55,0.019715,30.098,0.96109,28.61,-80.599,32.102,0.22181,0,0.0045481,-2.7509e-5,1519.4,0,645.95,4.7588,89.54,79.53,1.511,0.39778,24246241,0,74.507,0.40201,0.40207,0.29851,0.0066163,0.096882,0.030953,0.04603,-4.091e-4,0,0,0,0,2.5712e-4,0.055233,6.625,34.472,85.243,0.050716,NaN,30.427,752.39,1085.2,0.05,0.0413
15.211,8033.8,428.15,-37.687,429.21,37.694,384.05,0.13281,384.05,0.019813,30.056,0.73613,28.61,-80.599,32.102,0.10724,0,0.0048601,-5.3642e-5,1519.4,0,645.95,4.7588,89.677,79.53,1.5316,0.39604,24125390,0,73.763,0.40186,0.40187,0.29855,0.0065514,0.096759,0.014865,0.022567,-7.7579e-5,0,0,0,0,2.9623e-4,0.054992,6.625,34.472,85.158,0.050553,NaN,30.35,751.76,1085.1,0.05,0.041407
15.261,8055.2,426.27,-37.646,427.33,37.65,385.55,0.13399,385.55,0.019912,30.024,0.55923,28.61,-80.599,32.102,0.013976,0,0.0049479,-3.9353e-4,1519.4,0,645.95,4.7588,89.788,79.53,1.5484,0.39433,24005738,0,73.036,0.40172,0.40172,0.29859,0.0064875,0.096638,0.0019265,0.0028048,2.8748e-4,0,0,0,0,3.0975e-4,0.054751,6.625,34.472,85.069,0.050008,NaN,30.274,751.14,1085,0.05,0.041528
15.311,8076.5,424.39,-37.6,425.45,37.603,387.05,0.13519,387.05,0.020012,29.998,0.46671,28.61,-80.599,32.102,0.036971,0,-0.0049379,-1.432e-4,1519.4,0,645.95,4.7588,89.754,79.53,1.5433,0.39264,23887937,0,72.327,0.40157,0.40158,0.29863,0.0064251,0.096519,0.005102,0.0086299,4.0877e-4,0,0,0,0,-3.112e-4,0.054511,6.625,34.472,84.98,0.049057,NaN,30.198,750.51,1084.9,0.05,0.041644
15.361,8097.6,422.51,-37.558,423.57,37.559,388.55,0.13639,388.55,0.020112,29.978,0.32772,28.61,-80.599,32.102,0.11307,0,-0.0048065,-4.5003e-5,1519.4,0,645.95,4.7588,89.654,79.53,1.5282,0.39094,23769460,0,71.62,0.40143,0.40145,0.29867,0.0063626,0.096399,0.01567,0.024081,-2.3506e-4,0,0,0,0,-2.9748e-4,0.054271,6.625,34.472,84.892,0.047805,NaN,30.123,749.89,1084.9,0.05,0.041754
15.411,8118.7,420.63,-37.523,421.7,37.524,390.05,0.13761,390.05,0.020213,29.967,0.1162,28.61,-80.599,32.102,0.22814,0,-0.0044792,-2.2249e-5,1519.4,0,645.95,4.7588,89.507,79.53,1.506,0.38922,2.365e7,0,70.914,0.40129,0.40135,0.29871,0.0062996,0.096279,0.03182,0.048548,-8.0812e-5,0,0,0,0,-2.6068e-4,0.054031,6.625,34.472,84.808,0.046272,NaN,30.047,749.27,1084.8,0.05,0.041865
15.461,8139.7,418.76,-37.482,419.83,37.482,391.55,0.13883,391.55,0.020315,29.964,0.0030925,28.61,-80.599,32.102,0.29322,0,-0.0040105,-1.7228e-5,1519.4,0,645.95,4.7588,89.423,79.53,1.4933,0.38752,23531757,0,70.221,0.40115,0.40126,0.29875,0.0062379,0.09616,0.041043,0.061082,1.5108e-4,0,0,0,0,-2.1085e-4,0.053792,6.625,34.472,84.732,0.044464,NaN,29.973,748.66,1084.7,0.05,0.041988
15.511,8160.6,416.88,-37.446,417.96,37.446,393.05,0.14006,393.05,0.020417,29.969,0.17296,28.61,-80.599,32.101,0.38865,0,-0.0033978,-1.1366e-5,1519.4,0,645.95,4.7588,89.303,79.53,1.4751,0.3858,23412660,0,69.531,0.40101,0.4012,0.29879,0.0061759,0.096041,0.054685,0.081044,-1.2152e-5,0,0,0,0,-1.5272e-4,0.053553,6.625,34.472,84.665,0.042555,NaN,29.898,748.04,1084.6,0.05,0.042317
15.561,8181.4,415.01,-37.402,416.09,37.403,394.55,0.1413,394.55,0.020519,29.98,0.25948,28.61,-80.599,32.101,0.43849,0,-0.0026617,-1.1208e-5,1519.4,0,645.95,4.7588,89.238,79.53,1.4654,0.3841,23295025,0,68.848,0.40087,0.40111,0.29883,0.006115,0.095924,0.061861,0.090801,-4.7694e-4,0,0,0,0,-9.4565e-5,0.053314,6.625,34.472,84.61,0.04068,NaN,29.824,747.43,1084.5,0.05,0.042435
15.611,8202.1,413.14,-37.35,414.23,37.351,396.05,0.14254,396.05,0.020621,29.993,0.25143,28.61,-80.599,32.101,0.43763,0,-0.001897,-1.0368e-5,1519.4,0,645.95,4.7588,89.234,79.53,1.4648,0.38242,23178993,0,68.17,0.40074,0.40097,0.29887,0.0060554,0.095809,0.061727,0.090324,-3.4889e-4,0,0,0,0,-4.8462e-5,0.053076,6.625,34.472,84.569,0.038757,NaN,29.75,746.83,1084.5,0.05,0.042549
15.661,8222.7,411.28,-37.293,412.37,37.293,397.55,0.14379,397.55,0.020723,30.004,0.1858,28.61,-80.599,32.101,0.40474,0,-0.0011675,-9.0222e-6,1519.4,0,645.95,4.7588,89.269,79.53,1.47,0.38076,23064858,0,67.498,0.4006,0.4008,0.29891,0.0059966,0.095695,0.056973,0.083526,-4.0388e-4,0,0,0,0,-1.8518e-5,0.052838,6.625,34.472,84.542,0.036932,NaN,29.677,746.25,1084.4,0.05,0.042664
15.711,8243.2,409.41,-37.232,410.51,37.232,399.05,0.14504,399.05,0.020825,30.011,0.088983,28.61,-80.599,32.101,0.35322,0,-5.2552e-4,-5.3894e-6,1519.4,0,645.95,4.7588,89.326,79.53,1.4787,0.3791,22951271,0,66.83,0.40047,0.40062,0.29895,0.0059384,0.095582,0.049567,0.073706,3.6431e-4,0,0,0,0,-3.7858e-6,0.0526,6.625,34.472,84.526,0.035481,NaN,29.603,745.68,1084.3,0.05,0.042783
15.761,8263.6,407.55,-37.179,408.66,37.179,400.55,0.1463,400.55,0.020927,30.014,0.060666,28.61,-80.599,32.101,0.3382,0,6.0759e-5,-4.3506e-6,1519.4,0,645.95,4.7588,89.34,79.53,1.4807,0.37742,22836289,0,66.163,0.40033,0.40047,0.29899,0.0058797,0.095468,0.047411,0.069924,-1.3662e-6,0,0,0,0,5.1065e-8,0.052363,6.625,34.472,84.522,0.034452,NaN,29.531,745.11,1084.2,0.05,0.042891
15.811,8284,405.7,-37.126,406.81,37.126,402.05,0.14756,402.05,0.021029,30.017,0.043803,28.61,-80.599,32.101,0.32881,0,6.2249e-4,-4.2711e-6,1519.4,0,645.95,4.7588,89.346,79.53,1.4817,0.37573,22721030,0,65.499,0.4002,0.40033,0.29902,0.0058211,0.095354,0.046063,0.068356,-2.3531e-4,0,0,0,0,5.4092e-6,0.052126,6.625,34.472,84.529,0.03378,NaN,29.458,744.54,1084.1,0.05,0.043003
15.861,8304.2,403.84,-37.071,404.96,37.071,403.55,0.14882,403.55,0.02113,30.018,0.0017231,28.61,-80.599,32.101,0.30259,0,0.0011503,-5.4393e-6,1519.4,0,645.95,4.7588,89.373,79.53,1.4858,0.37404,22606316,0,64.839,0.40007,0.40018,0.29906,0.0057631,0.095241,0.042319,0.063346,-3.5335e-4,0,0,0,0,1.8642e-5,0.051889,6.625,34.472,84.545,0.033148,NaN,29.386,743.98,1084.1,0.05,0.043114
15.911,8324.4,401.99,-37.011,403.11,37.011,405.05,0.15009,405.05,0.021231,30.016,0.10107,28.61,-80.599,32.101,0.24361,0,0.0016075,-5.5213e-6,1519.4,0,645.95,4.7588,89.441,79.53,1.496,0.37237,22492752,0,64.186,0.39994,0.40001,0.2991,0.0057061,0.095129,0.03395,0.050255,-2.1768e-4,0,0,0,0,3.6735e-5,0.051653,6.625,34.472,84.57,0.03275,NaN,29.314,743.42,1084,0.05,0.043225
15.961,8344.4,400.14,-36.945,401.26,36.946,406.55,0.15136,406.55,0.021331,30.007,0.27805,28.61,-80.599,32.101,0.13693,0,0.0019213,-7.2542e-6,1519.4,0,645.95,4.7588,89.567,79.53,1.5151,0.37073,22380965,0,63.545,0.39981,0.39983,0.29914,0.0056503,0.09502,0.018965,0.028385,-2.8394e-4,0,0,0,0,5.295e-5,0.051417,6.625,34.472,84.602,0.032748,NaN,29.243,742.86,1083.9,0.05,0.043333
16.011,8364.4,398.29,-36.88,399.42,36.883,408.05,0.15263,408.05,0.021431,29.988,0.45824,28.61,-80.599,32.101,0.02473,0,0.0020548,-4.3335e-5,1519.4,0,645.95,4.7588,89.703,79.53,1.5355,0.36909,2.227e7,0,62.914,0.39968,0.39968,0.29917,0.005595,0.094912,0.0034023,0.0047799,-4.0138e-4,0,0,0,0,6.1111e-5,0.051181,6.625,34.472,84.638,0.033178,NaN,29.171,742.3,1083.8,0.05,0.04344
16.061,8384.2,396.45,-36.818,397.58,36.823,409.55,0.1539,409.55,0.021531,29.961,0.60868,28.61,-80.599,32.101,0.072086,0,-0.002003,-1.7023e-5,1519.4,0,645.95,4.7588,89.639,79.53,1.5259,0.36745,22157931,0,62.29,0.39955,0.39956,0.29921,0.0055398,0.094803,0.0099432,0.015204,-2.875e-4,0,0,0,0,-5.8601e-5,0.050946,6.625,34.472,84.674,0.033895,NaN,29.1,741.75,1083.7,0.05,0.043549
16.111,8404,394.61,-36.767,395.75,36.772,411.05,0.15518,411.05,0.02163,29.93,0.63645,28.61,-80.599,32.101,0.094584,0,-0.0018746,-1.404e-5,1519.4,0,645.95,4.7588,89.606,79.53,1.521,0.36576,22043940,0,61.654,0.39942,0.39944,0.29925,0.0054836,0.094692,0.013061,0.019468,-4.7585e-5,0,0,0,0,-5.181e-5,0.050711,6.625,34.472,84.709,0.034803,NaN,29.03,741.2,1083.7,0.05,0.043659
16.161,8423.7,392.78,-36.713,393.91,36.72,412.54,0.15646,412.54,0.02173,29.896,0.70226,28.61,-80.599,32.101,0.14078,0,-0.0016853,-1.0073e-5,1519.4,0,645.95,4.7588,89.544,79.53,1.5116,0.3641,21931203,0,61.03,0.3993,0.39932,0.29929,0.0054284,0.094583,0.019489,0.029847,1.3879e-4,0,0,0,0,-4.2263e-5,0.050476,6.625,34.472,84.741,0.035955,NaN,28.96,740.65,1083.6,0.05,0.04377
16.211,8443.3,390.94,-36.664,392.08,36.671,414.04,0.15774,414.04,0.021829,29.861,0.7079,28.61,-80.599,32.101,0.15001,0,-0.0014543,-7.8762e-6,1519.4,0,645.95,4.7588,89.528,79.53,1.5092,0.36241,21817557,0,60.403,0.39917,0.3992,0.29932,0.0053729,0.094473,0.020775,0.031427,2.9404e-4,0,0,0,0,-3.1773e-5,0.050241,6.625,34.472,84.77,0.037107,NaN,28.89,740.1,1083.5,0.05,0.043882
16.261,8462.8,389.11,-36.618,390.25,36.624,415.53,0.15902,415.53,0.021927,29.826,0.69468,28.61,-80.599,32.101,0.14729,0,-0.0012276,-8.7097e-6,1519.4,0,645.95,4.7588,89.527,79.53,1.509,0.36072,21703916,0,59.778,0.39904,0.39907,0.29936,0.0053177,0.094364,0.020392,0.030831,2.6017e-4,0,0,0,0,-2.2855e-5,0.050007,6.625,34.472,84.794,0.038401,NaN,28.82,739.56,1083.4,0.05,0.044066
16.311,8482.2,387.28,-36.57,388.42,36.576,417.02,0.16031,417.02,0.022026,29.791,0.70768,28.61,-80.599,32.101,0.16091,0,-9.8858e-4,-8.5593e-6,1519.4,0,645.95,4.7588,89.506,79.53,1.5058,0.35905,21591286,0,59.163,0.39892,0.39895,0.2994,0.0052634,0.094256,0.02229,0.034021,2.8657e-4,0,0,0,0,-1.4961e-5,0.049774,6.625,34.472,84.814,0.039904,NaN,28.751,739.02,1083.4,0.05,0.044182
16.361,8501.5,385.45,-36.523,386.6,36.53,418.51,0.1616,418.51,0.022124,29.756,0.70132,28.61,-80.599,32.1,0.16209,0,-7.4298e-4,-7.0034e-6,1519.4,0,645.95,4.7588,89.5,79.53,1.5049,0.35737,21478649,0,58.551,0.39879,0.39882,0.29943,0.0052093,0.094148,0.022453,0.033621,4.6709e-4,0,0,0,0,-8.5313e-6,0.04954,6.625,34.472,84.829,0.041456,NaN,28.682,738.48,1083.3,0.05,0.044291
16.411,8520.7,383.63,-36.477,384.78,36.484,419.99,0.1629,419.99,0.022223,29.721,0.69553,28.61,-80.599,32.1,0.1634,0,-5.0352e-4,-8.2608e-6,1519.4,0,645.95,4.7588,89.494,79.53,1.504,0.3557,21366441,0,57.944,0.39867,0.3987,0.29947,0.0051557,0.094041,0.022632,0.033692,1.5511e-4,0,0,0,0,-3.9558e-6,0.049307,6.625,34.472,84.841,0.043144,NaN,28.614,737.94,1083.2,0.05,0.044398
16.461,8539.9,381.8,-36.429,382.96,36.436,421.48,0.1642,421.48,0.022321,29.685,0.72466,28.61,-80.599,32.1,0.18728,0,-2.4166e-4,-8.3223e-6,1519.4,0,645.95,4.7588,89.46,79.53,1.4989,0.35404,21255444,0,57.348,0.39854,0.39859,0.2995,0.005103,0.093936,0.025972,0.038561,-2.6431e-4,0,0,0,0,-9.1985e-7,0.049074,6.625,34.472,84.847,0.044857,NaN,28.545,737.41,1083.1,0.05,0.044507
16.511,8558.9,379.98,-36.382,381.14,36.39,422.96,0.16551,422.96,0.02242,29.649,0.7446,28.61,-80.599,32.1,0.20526,0,4.0972e-5,-7.618e-6,1519.4,0,645.95,4.7588,89.434,79.53,1.4949,0.35239,21144677,0,56.756,0.39842,0.39847,0.29954,0.0050507,0.093831,0.028489,0.043076,3.8357e-4,0,0,0,0,2.6694e-8,0.048841,6.625,34.472,84.849,0.046474,NaN,28.477,736.88,1083,0.05,0.044614
16.561,8577.9,378.17,-36.332,379.32,36.341,424.44,0.16682,424.44,0.022519,29.61,0.80682,28.61,-80.599,32.1,0.25124,0,3.758e-4,-7.0287e-6,1519.4,0,645.95,4.7588,89.373,79.53,1.4858,0.35075,21035342,0,56.178,0.3983,0.39838,0.29958,0.0049995,0.093729,0.034958,0.051745,-3.1404e-4,0,0,0,0,2.267e-6,0.048609,6.625,34.472,84.846,0.047948,NaN,28.41,736.35,1083,0.05,0.044724
16.611,8596.7,376.35,-36.286,377.51,36.296,425.92,0.16813,425.92,0.022617,29.569,0.81933,28.61,-80.599,32.1,0.26448,0,7.4281e-4,-4.3693e-6,1519.4,0,645.95,4.7588,89.353,79.53,1.4827,0.34911,20925356,0,55.597,0.39818,0.39827,0.29961,0.0049481,0.093625,0.036823,0.054596,2.5912e-4,0,0,0,0,8.942e-6,0.048377,6.625,34.472,84.836,0.04885,NaN,28.343,735.82,1082.9,0.05,0.044832
16.661,8615.5,374.54,-36.241,375.7,36.25,427.4,0.16945,427.4,0.022716,29.528,0.83492,28.61,-80.599,32.1,0.27968,0,0.0011232,-3.5209e-6,1519.4,0,645.95,4.7588,89.33,79.53,1.4793,0.34747,20815930,0,55.022,0.39806,0.39816,0.29964,0.0048973,0.093523,0.038968,0.057225,-2.6251e-4,0,0,0,0,2.064e-5,0.048145,6.625,34.472,84.819,0.049266,NaN,28.276,735.3,1082.8,0.05,0.044944
16.711,8634.2,372.73,-36.195,373.89,36.205,428.88,0.17078,428.88,0.022816,29.485,0.8559,28.61,-80.599,32.1,0.29845,0,0.0015298,-3.6554e-6,1519.4,0,645.95,4.7588,89.303,79.53,1.4752,0.34583,20707131,0,54.453,0.39795,0.39806,0.29968,0.004847,0.093422,0.041621,0.061611,-2.3566e-4,0,0,0,0,3.8659e-5,0.047914,6.625,34.472,84.795,0.049305,NaN,28.209,734.78,1082.8,0.05,0.045057
